;cây;B-transaction_point;O;O;O
;atm;I-transaction_point;O;O;O
;quanh;O;O;O;O
;chỗ;O;O;O;O
;làm;O;O;O;O
;việc;O;O;O;O
;;;;;
20;atm_location;O;O;O;O
;ở;O;O;O;O
;đâu;O;O;O;O
;có;O;O;O;O
;cây;B-transaction_point;O;O;O
;atm;I-transaction_point;O;O;O
;;;;;
21;atm_location;O;O;O;O
;oqr;O;O;O;O
;cầu;B-address;B-district;O;O
;giấy;I-address;I-district;O;O
;có;O;O;O;O
;những;O;O;O;O
;cây;B-transaction_point;O;O;O
;atm;I-transaction_point;O;O;O
;nào;O;O;O;O
;;;;;
22;atm_location;O;O;O;O
;Tôi;O;O;O;O
;muốn;O;O;O;O
;tìm;O;O;O;O
;cây;B-transaction_point;O;O;O
;ATM;I-transaction_point;O;O;O
;để;O;O;O;O
;rút;O;O;O;O
;tiền;O;O;O;O
;;;;;
23;atm_location;O;O;O;O
;cấy;B-transaction_point;O;O;O
;rút;I-transaction_point;O;O;O
;tiền;I-transaction_point;O;O;O
;atm;I-transaction_point;O;O;O
;ở;O;O;O;O
;tp;B-address;O;O;O
;phủ;I-address;B-district;O;O
;lý;I-address;I-district;O;O
;;;;;
24;atm_location;O;O;O;O
;vị;O;O;O;O
;trí;O;O;O;O
;cây;B-transaction_point;O;O;O
;atm;I-transaction_point;O;O;O
;;;;;
25;atm_location;O;O;O;O
;atm;B-transaction_point;O;O;O
;GBank;B-bank_FI_name;O;O;O
;ở;O;O;O;O
;đảo;B-address;;O;O
;cô;I-address;B-district;O;O
;tô;I-address;I-district;O;O
;;;;;
26;atm_location;O;O;O;O
;máy;B-transaction_point;O;O;O
;atm;I-transaction_point;O;O;O
;ở;O;O;O;O
;khu;O;O;O;O
;vực;O;O;O;O
;tây;B-address;B-district;O;O
;hồ;I-address;I-district;O;O
;hà;I-address;B-province;O;O
;nội;I-address;I-province;O;O
;;;;;
27;atm_location;O;O;O;O
;Gửi;O;O;O;O
;mình;O;O;O;O
;địa;O;O;O;O
;chỉ;O;O;O;O
;của;O;O;O;O
;cây;B-address;O;O;O
;atm;I-address;O;O;O
;khu;O;O;O;O
;vực;O;O;O;O
;tp;B-address;O;O;O
;Hồ;I-address;B-province;O;O
;Chí;I-address;I-province;O;O
;Minh;I-address;I-province;O;O
;nhé!;O;O;O;O
;;;;;
28;atm_location;O;O;O;O
;M;O;O;O;O
;muốn;O;O;O;O
;rút;O;O;O;O
;tiền;O;O;O;O
;mà;O;O;O;O
;k;O;O;O;O
;tìm;O;O;O;O
;thấy;O;O;O;O
;cây;B-transaction_point;O;O;O
;ATM;I-transaction_point;O;O;O
;nào?;O;O;O;O
;;;;;
29;atm_location;O;O;O;O
;Chỉ;O;O;O;O
;tôi;O;O;O;O
;chỗ;O;O;O;O
;có;O;O;O;O
;cây;B-transaction_point;O;O;O
;ATM;I-transaction_point;O;O;O
;của;O;O;O;O
;ngân;O;O;O;O
;hàng;O;O;O;O
;mình;O;O;O;O
;;;;;
30;atm_location;O;O;O;O
;cây;B-transaction_point;O;O;O
;atm;I-transaction_point;O;O;O
;trên;O;O;O;O
;đường;B-address;O;O;O
;đặng;I-address;B-address_secondary;O;O
;văn;I-address;I-address_secondary;O;O
;bi;I-address;I-address_secondary;O;O
;;;;;
31;atm_location;O;O;O;O
;em;O;O;O;O
;muốn;O;O;O;O
;tìm;O;O;O;O
;các;O;O;O;O
;cây;B-transaction_point;O;O;O
;atm;I-transaction_point;O;O;O
;ở;O;O;O;O
;gần;O;O;O;O
;đường;B-address;O;O;O
;Trần;I-address;B-address_secondary;O;O
;Thái;I-address;I-address_secondary;O;O
;Tông;I-address;I-address_secondary;O;O
;;;;;
32;atm_location;O;O;O;O
;Mình;O;O;O;O
;cần;O;O;O;O
;rút;O;O;O;O
;tiền;O;O;O;O
;thì;O;O;O;O
;cần;O;O;O;O
;tìm;O;O;O;O
;cây;B-transaction_point;O;O;O
;ở;O;O;O;O
;đâu?;O;O;O;O
;;;;;
33;atm_location;O;O;O;O
;Cây;B-transaction_point;O;O;O
;atm;I-transaction_point;O;O;O
;của;O;O;O;O
;FBank;B-bank_FI_name;O;O;O
;đc;O;O;O;O
;đặt;O;O;O;O
;ở;O;O;O;O
;những;O;O;O;O
;đâu?;O;O;O;O
;;;;;
34;atm_location;O;O;O;O
;Quanh;O;O;O;O
;Thanh;B-address;B-district;O;O
;Xuân;I-address;I-district;O;O
;có;O;O;O;O
;cây;B-transaction_point;O;O;O
;atm;I-transaction_point;O;O;O
;nào;O;O;O;O
;k;O;O;O;O
;b?;O;O;O;O
;;;;;
35;atm_location;O;O;O;O
;ngân;O;O;O;O
;hàng;O;O;O;O
;FBank;B-bank_FI_name;O;O;O
;ở;O;O;O;O
;hàm;B-address;B-address_secondary;O;O
;nghi;I-address;I-address_secondary;O;O
;có;O;O;O;O
;cây;B-transaction_point;O;O;O
;atm;I-transaction_point;O;O;O
;ko;O;O;O;O
;ad;O;O;O;O
;;;;;
36;atm_location;O;O;O;O
;Cho;O;O;O;O
;mình;O;O;O;O
;hỏi;O;O;O;O
;chỗ;B-transaction_point;O;O;O
;rút;I-transaction_point;O;O;O
;tiền;I-transaction_point;O;O;O
;gần;O;O;O;O
;mình;O;O;O;O
;nhất;O;O;O;O
;;;;;
37;atm_location;O;O;O;O
;danh;O;O;O;O
;sách;O;O;O;O
;máy;B-transaction_point;O;O;O
;atm;I-transaction_point;O;O;O
;;;;;
38;atm_location;O;O;O;O
;Chỉ;O;O;O;O
;tôi;O;O;O;O
;chỗ;O;O;O;O
;có;O;O;O;O
;cây;B-transaction_point;O;O;O
;ATM;I-transaction_point;O;O;O
;của;O;O;O;O
;FBank;B-bank_FI_name;O;O;O
;;;;;
39;atm_location;O;O;O;O
;Atm;B-transaction_point;O;O;O
;khu;O;O;O;O
;vực;O;O;O;O
;ba;B-address;B-district;O;O
;đình;I-address;I-district;O;O
;;;;;
40;atm_location;O;O;O;O
;xin;O;O;O;O
;cho;O;O;O;O
;tôi;O;O;O;O
;biết;O;O;O;O
;các;O;O;O;O
;vị;O;O;O;O
;trí;O;O;O;O
;của;O;O;O;O
;ATM;B-transaction_point;O;O;O
;;;;;
41;atm_location;O;O;O;O
;bạn;O;O;O;O
;ơi;O;O;O;O
;cho;O;O;O;O
;mình;O;O;O;O
;vị;O;O;O;O
;trí;O;O;O;O
;các;O;O;O;O
;cây;B-transaction_point;O;O;O
;ATM;I-transaction_point;O;O;O
;của;O;O;O;O
;ngân;O;O;O;O
;hàng;O;O;O;O
;với;O;O;O;O
;;;;;
42;atm_location;O;O;O;O
;Minh;O;O;O;O
;k;O;O;O;O
;tìm;O;O;O;O
;thấy;O;O;O;O
;cây;B-transaction_point;O;O;O
;rút;I-transaction_point;O;O;O
;tiền;I-transaction_point;O;O;O
;;;;;
43;atm_location;O;O;O;O
;Cho;O;O;O;O
;mình;O;O;O;O
;hỏi;O;O;O;O
;điểm;O;O;O;O
;đặt;O;O;O;O
;cây;B-transaction_point;O;O;O
;ATM;I-transaction_point;O;O;O
;;;;;
44;atm_location;O;O;O;O
;B;O;O;O;O
;ơi;O;O;O;O
;cho;O;O;O;O
;mình;O;O;O;O
;hỏi;O;O;O;O
;mình;O;O;O;O
;ở;O;O;O;O
;Đống;B-address;B-district;O;O
;Đa;I-address;I-district;O;O
;thì;O;O;O;O
;có;O;O;O;O
;cây;B-transaction_point;O;O;O
;FBank;B-bank_FI_name;O;O;O
;nào;O;O;O;O
;ở;O;O;O;O
;khu;O;O;O;O
;vực;O;O;O;O
;đó;O;O;O;O
;k;O;O;O;O
;?;O;O;O;O
;;;;;
45;atm_location;O;O;O;O
;vị;O;O;O;O
;trí;O;O;O;O
;atm;B-transaction_point;O;O;O
;;;;;
46;atm_location;O;O;O;O
;Địa;O;O;O;O
;điểm;O;O;O;O
;đặt;O;O;O;O
;máy;B-transaction_point;O;O;O
;ATM;I-transaction_point;O;O;O
;của;O;O;O;O
;FBank;B-bank_FI_name;O;O;O
;;;;;
47;atm_location;O;O;O;O
;địa;O;O;O;O
;điểm;O;O;O;O
;ATM;B-transaction_point;O;O;O
;gần;O;O;O;O
;nhất;O;O;O;O
;;;;;
48;atm_location;O;O;O;O
;mình;O;O;O;O
;muồn;O;O;O;O
;tìm;O;O;O;O
;địa;O;O;O;O
;điểm;O;O;O;O
;atm;B-transaction_point;O;O;O
;;;;;
49;atm_location;O;O;O;O
;Quanh;O;O;O;O
;HN;B-address;B-province;O;O
;ở;O;O;O;O
;những;O;O;O;O
;đâu;O;O;O;O
;có;O;O;O;O
;cây;B-transaction_point;O;O;O
;atm;I-transaction_point;O;O;O
;của;O;O;O;O
;FBank;B-bank_FI_name;O;O;O
;vậy?;O;O;O;O
;;;;;
50;atm_location;O;O;O;O
;Tôi;O;O;O;O
;muốn;O;O;O;O
;tìm;O;O;O;O
;máy;B-transaction_point;O;O;O
;rút;I-transaction_point;O;O;O
;tiền;I-transaction_point;O;O;O
;bằng;O;O;O;O
;qr;B-transaction_method;O;O;O
;;;;;
51;atm_location;O;O;O;O
;Tôi;O;O;O;O
;muốn;O;O;O;O
;tìm;O;O;O;O
;atm;B-transaction_point;O;O;O
;tại;O;O;O;O
;khu;O;O;O;O
;vực;O;O;O;O
;quận;B-address;O;O;O
;long;I-address;B-district;O;O
;biên,;I-address;I-district;O;O
;tp;I-address;O;O;O
;hà;I-address;B-province;O;O
;nội;I-address;I-district;O;O
;;;;;
52;atm_location;O;O;O;O
;Vị;O;O;O;O
;trí;O;O;O;O
;các;O;O;O;O
;cây;B-transaction_point;O;O;O
;ATM;I-transaction_point;O;O;O
;của;O;O;O;O
;ngân;O;O;O;O
;hàng;O;O;O;O
;tn;O;O;O;O
;?;O;O;O;O
;;;;;
53;atm_location;O;O;O;O
;Cho;O;O;O;O
;mình;O;O;O;O
;hỏi;O;O;O;O
;quanh;O;O;O;O
;đại;B-address;B-address_primary;O;O
;học;I-address;I-address_primary;O;O
;Thủy;I-address;I-address_primary;O;O
;Lợi;I-address;I-address_primary;O;O
;có;O;O;O;O
;cây;B-transaction_point;O;O;O
;ATM;I-transaction_point;O;O;O
;nào;O;O;O;O
;của;O;O;O;O
;FBank;B-bank_FI_name;O;O;O
;hông;O;O;O;O
;?;O;O;O;O
;;;;;
54;atm_location;O;O;O;O
;Địa;O;O;O;O
;chỉ;O;O;O;O
;ATM;B-transaction_point;O;O;O
;FBank;B-bank_FI_name;O;O;O
;ở;O;O;O;O
;Nam;B-address;B-district;O;O
;Từ;I-address;I-district;O;O
;Liêm;I-address;I-district;O;O
;;;;;
55;atm_location;O;O;O;O
;em;O;O;O;O
;ở;O;O;O;O
;Xã;B-address;O;O;O
;Long;I-address;B-subdistrict;O;O
;Sơn,;B-address;I-subdistrict;O;O
;Huyện;I-address;O;O;O
;Cầu;B-address;B-district;O;O
;Ngang,;I-address;I-district;O;O
;Trà;B-address;B-province;O;O
;Vinh;I-address;I-province;O;O
;thì;O;O;O;O
;có;O;O;O;O
;cây;B-transaction_point;O;O;O
;atm;I-transaction_point;O;O;O
;nào;O;O;O;O
;gần;O;O;O;O
;ko;O;O;O;O
;ạ;O;O;O;O
;;;;;
56;atm_location;O;O;O;O
;atm;B-transaction_point;O;O;O
;ở;O;O;O;O
;đâu;O;O;O;O
;;;;;
57;atm_location;O;O;O;O
;Cây;B-transaction_point;O;O;O
;atm;I-transaction_point;O;O;O
;của;O;O;O;O
;FBank;B-bank_FI_name;O;O;O
;được;O;O;O;O
;đặt;O;O;O;O
;ở;O;O;O;O
;những;O;O;O;O
;đâu;O;O;O;O
;vậy?;O;O;O;O
;;;;;
58;atm_location;O;O;O;O
;Tôi;O;O;O;O
;muốn;O;O;O;O
;tìm;O;O;O;O
;địa;O;O;O;O
;điểm;O;O;O;O
;đặt;O;O;O;O
;máy;B-transaction_point;O;O;O
;ATM;I-transaction_point;O;O;O
;của;O;O;O;O
;FBank?;B-bank_FI_name;O;O;O
;;;;;
59;atm_location;O;O;O;O
;Ở;O;O;O;O
;Cầu;B-address;B-district;O;O
;Giấy;I-address;I-district;O;O
;những;O;O;O;O
;chỗ;O;O;O;O
;nào;O;O;O;O
;có;O;O;O;O
;cây;B-transaction_point;O;O;O
;atm;I-transaction_point;O;O;O
;vậy;O;O;O;O
;ạ;O;O;O;O
;;;;;
60;atm_location;O;O;O;O
;Tôi;O;O;O;O
;đang;O;O;O;O
;ở;O;O;O;O
;Long;B-address;B-district;O;O
;Biênn,;I-address;I-district;O;O
;cần;O;O;O;O
;rút;O;O;O;O
;tiền;B-transaction_method;O;O;O
;mặt;I-transaction_method;O;O;O
;;;;;
61;atm_location;O;O;O;O
;Rút;O;O;O;O
;tiền;O;O;O;O
;không;O;O;O;O
;cần;O;O;O;O
;thẻ;B-product;B-product_name;O;O
;ở;O;O;O;O
;đâu;O;O;O;O
;;;;;
62;atm_location;O;O;O;O
;Cây;B-transaction_point;O;O;O
;atm;I-transaction_point;O;O;O
;FBank.;B-bank_FI_name;O;O;O
;;;;;
63;atm_location;O;O;O;O
;Không;O;O;O;O
;xem;O;O;O;O
;được;O;O;O;O
;danh;O;O;O;O
;sách;O;O;O;O
;ATM;B-transaction_point;O;O;O
;;;;;
64;atm_location;O;O;O;O
;cây;B-transaction_point;O;O;O
;rút;I-transaction_point;O;O;O
;tiền;I-transaction_point;O;O;O
;của;O;O;O;O
;ABank;B-bank_FI_name;O;O;O
;tại;O;O;O;O
;hiệp;B-address;B-district;O;O
;hòa;I-address;I-district;O;O
;ở;O;O;O;O
;đâu;O;O;O;O
;;;;;
65;atm_location;O;O;O;O
;Quanh;O;O;O;O
;Thanh;B-address;B-district;O;O
;Xuân;I-address;I-district;O;O
;có;O;O;O;O
;cây;B-transaction_point;O;O;O
;atm;I-transaction_point;O;O;O
;nào;O;O;O;O
;k;O;O;O;O
;b?;O;O;O;O
;;;;;
66;atm_location;O;O;O;O
;Cây;B-transaction_point;O;O;O
;atm;I-transaction_point;O;O;O
;có;O;O;O;O
;ở;O;O;O;O
;tam;B-address;B-district;O;O
;kỳ;I-address;I-district;O;O
;quảng;I-address;B-province;O;O
;nam;I-address;I-province;O;O
;ko;O;O;O;O
;;;;;
67;atm_location;O;O;O;O
;Mình;O;O;O;O
;cần;O;O;O;O
;rút;O;O;O;O
;tiền;O;O;O;O
;thì;O;O;O;O
;cần;O;O;O;O
;tìm;O;O;O;O
;cây;B-transaction_point;O;O;O
;ở;O;O;O;O
;đâu?;O;O;O;O
;;;;;
68;atm_location;O;O;O;O
;xin;O;O;O;O
;cho;O;O;O;O
;tôi;O;O;O;O
;biết;O;O;O;O
;các;O;O;O;O
;vị;O;O;O;O
;trí;O;O;O;O
;của;O;O;O;O
;ATM;B-transaction_point;O;O;O
;;;;;
69;atm_location;O;O;O;O
;Chỗ;O;O;O;O
;cây;B-address;O;O;O
;rút;I-address;O;O;O
;tiền;I-address;O;O;O
;của;O;O;O;O
;ABank;B-bank_FI_name;O;O;O
;ở;O;O;O;O
;đâu;O;O;O;O
;thế;O;O;O;O
;ad?;O;O;O;O
;;;;;
70;atm_location;O;O;O;O
;Cho;O;O;O;O
;mình;O;O;O;O
;hỏi;O;O;O;O
;chỗ;B-transaction_point;O;O;O
;rút;I-transaction_point;O;O;O
;tiền;I-transaction_point;O;O;O
;gần;O;O;O;O
;mình;O;O;O;O
;nhất;O;O;O;O
;;;;;
71;atm_location;O;O;O;O
;chi;B-transaction_point;O;O;O
;nhánh;I-transaction_point;O;O;O
;Cây;I-transaction_point;O;O;O
;ATM;I-transaction_point;O;O;O
;ở;O;O;O;O
;đâu;O;O;O;O
;;;;;
72;atm_location;O;O;O;O
;cây;B-transaction_point;O;O;O
;rút;I-transaction_point;O;O;O
;tiền;I-transaction_point;O;O;O
;có;O;O;O;O
;mặt;O;O;O;O
;ở;O;O;O;O
;khắp;O;O;O;O
;sân;O;O;O;O
;trường;B-address;B-address_primary;O;O
;Báo;I-address;I-address_primary;O;O
;chí;I-address;I-address_primary;O;O
;đúng;O;O;O;O
;không;O;O;O;O
;;;;;
73;atm_location;O;O;O;O
;ở;O;O;O;O
;nam;B-address;B-province;O;O
;định;I-address;I-province;O;O
;có;O;O;O;O
;cây;B-transaction_point;O;O;O
;rút;I-transaction_point;O;O;O
;tiền;I-transaction_point;O;O;O
;nào;O;O;O;O
;không;O;O;O;O
;;;;;
74;atm_location;O;O;O;O
;atm;B-transaction_point;O;O;O
;của;O;O;O;O
;các;O;O;O;O
;bạn;O;O;O;O
;có;O;O;O;O
;nhiều;O;O;O;O
;ở;O;O;O;O
;quanh;O;O;O;O
;sài;B-address;B-province;O;O
;gòn;I-address;I-province;O;O
;chứ;O;O;O;O
;;;;;
75;atm_location;O;O;O;O
;M;O;O;O;O
;muốn;O;O;O;O
;rút;O;O;O;O
;tiền;O;O;O;O
;mà;O;O;O;O
;k;O;O;O;O
;tìm;O;O;O;O
;thấy;O;O;O;O
;cây;B-transaction_point;O;O;O
;ATM;I-transaction_point;O;O;O
;nào?;O;O;O;O
;;;;;
76;atm_location;O;O;O;O
;atm;B-transaction_point;O;O;O
;ở;O;O;O;O
;hiệp;B-address;B-district;O;O
;hòa;I-address;I-district;O;O
;;;;;
77;atm_location;O;O;O;O
;B;O;O;O;O
;ơi;O;O;O;O
;cho;O;O;O;O
;mình;O;O;O;O
;hỏi;O;O;O;O
;mình;O;O;O;O
;ở;O;O;O;O
;Đống;B-address;B-district;O;O
;Đa;I-address;I-district;O;O
;thì;O;O;O;O
;có;O;O;O;O
;cây;B-transaction_point;O;O;O
;ATM;I-transaction_point;O;O;O
;nào;O;O;O;O
;ở;O;O;O;O
;khu;O;O;O;O
;vực;O;O;O;O
;đó;O;O;O;O
;k;O;O;O;O
;?;O;O;O;O
;;;;;
78;atm_location;O;O;O;O
;Minh;O;O;O;O
;k;O;O;O;O
;tìm;O;O;O;O
;thấy;O;O;O;O
;cây;B-transaction_point;O;O;O
;rút;I-transaction_point;O;O;O
;tiền;I-transaction_point;O;O;O
;;;;;
79;atm_location;O;O;O;O
;có;O;O;O;O
;những;O;O;O;O
;câu;B-transaction_point;O;O;O
;atm;I-transaction_point;O;O;O
;nào;O;O;O;O
;;;;;
80;atm_location;O;O;O;O
;cây;B-transaction_point;O;O;O
;rút;I-transaction_point;O;O;O
;tiền;I-transaction_point;O;O;O
;của;O;O;O;O
;ABank;B-bank_FI_name;O;O;O
;tại;O;O;O;O
;hiệp;B-address;B-district;O;O
;hòa;I-address;I-district;O;O
;;;;;
81;atm_location;O;O;O;O
;Chỉ;O;O;O;O
;tôi;O;O;O;O
;chỗ;O;O;O;O
;có;O;O;O;O
;cây;B-transaction_point;O;O;O
;ATM;I-transaction_point;O;O;O
;của;O;O;O;O
;ABank;B-bank_FI_name;O;O;O
;;;;;
82;atm_location;O;O;O;O
;Cho;O;O;O;O
;mình;O;O;O;O
;hỏi;O;O;O;O
;điểm;O;O;O;O
;đặt;O;O;O;O
;cây;B-transaction_point;O;O;O
;ATM;I-transaction_point;O;O;O
;;;;;
83;atm_location;O;O;O;O
;Cây;B-transaction_point;O;O;O
;ATM;I-transaction_point;O;O;O
;ABank.;B-bank_FI_name;O;O;O
;;;;;
84;atm_location;O;O;O;O
;Cây;B-transaction_point;O;O;O
;atm;I-transaction_point;O;O;O
;của;O;O;O;O
;ABank;B-bank_FI_name;O;O;O
;đc;O;O;O;O
;đặt;O;O;O;O
;ở;O;O;O;O
;những;O;O;O;O
;đâu?;O;O;O;O
;;;;;
85;atm_location;O;O;O;O
;trong;O;O;O;O
;sân;O;O;O;O
;trường;B-address;O;O;O
;ĐH;I-address;B-address_primary;O;O
;sư;I-address;I-address_primary;O;O
;phạm;I-address;I-address_primary;O;O
;có;O;O;O;O
;cây;B-transaction_point;O;O;O
;atm;I-transaction_point;O;O;O
;nào;O;O;O;O
;không;O;O;O;O
;;;;;
86;atm_location;O;O;O;O
;Tôi;O;O;O;O
;muốn;O;O;O;O
;tìm;O;O;O;O
;cây;B-transaction_point;O;O;O
;rút;I-transaction_point;O;O;O
;tiền;I-transaction_point;O;O;O
;gần;O;O;O;O
;nhà;O;O;O;O
;mình;O;O;O;O
;;;;;
87;atm_location;O;O;O;O
;atm;B-transaction_point;O;O;O
;ở;O;O;O;O
;đâu;O;O;O;O
;;;;;
88;atm_location;O;O;O;O
;bạn;O;O;O;O
;ơi;O;O;O;O
;cho;O;O;O;O
;mình;O;O;O;O
;vị;O;O;O;O
;trí;O;O;O;O
;các;O;O;O;O
;cây;B-transaction_point;O;O;O
;ATM;I-transaction_point;O;O;O
;của;O;O;O;O
;ngân;O;O;O;O
;hàng;O;O;O;O
;với;O;O;O;O
;;;;;
89;atm_location;O;O;O;O
;vị;O;O;O;O
;trí;O;O;O;O
;atm;B-transaction_point;O;O;O
;;;;;
90;atm_location;O;O;O;O
;ở;O;O;O;O
;thanh;B-address;B-province;O;O
;hóa;I-address;I-province;O;O
;có;O;O;O;O
;atm;B-transaction_point;O;O;O
;không;O;O;O;O
;;;;;
91;atm_location;O;O;O;O
;quanh;O;O;O;O
;nam;B-address;B-province;O;O
;định;I-address;I-province;O;O
;có;O;O;O;O
;atm;B-transaction_point;O;O;O
;không;O;O;O;O
;;;;;
92;atm_location;O;O;O;O
;Gửi;O;O;O;O
;mình;O;O;O;O
;địa;O;O;O;O
;chỉ;O;O;O;O
;của;O;O;O;O
;cây;B-transaction_point;O;O;O
;atm;I-transaction_point;O;O;O
;khu;O;O;O;O
;vực;O;O;O;O
;tp;B-address;O;O;O
;Hồ;I-address;B-province;O;O
;Chí;I-address;I-province;O;O
;Minh;I-address;I-province;O;O
;nhé!;O;O;O;O
;;;;;
93;atm_location;O;O;O;O
;Quanh;O;O;O;O
;HN;I-address;I-province;O;O
;ở;O;O;O;O
;những;O;O;O;O
;đâu;O;O;O;O
;có;O;O;O;O
;cây;O;O;O;O
;atm;B-transaction_point;O;O;O
;của;O;O;O;O
;ABank;B-bank_FI_name;O;O;O
;vậy?;O;O;O;O
;;;;;
94;atm_location;O;O;O;O
;Cho;O;O;O;O
;mình;O;O;O;O
;hỏi;O;O;O;O
;quanh;O;O;O;O
;đại;B-address;B-address_primary;O;O
;học;I-address;I-address_primary;O;O
;Thủy;I-address;I-address_primary;O;O
;Lợi;I-address;I-address_primary;O;O
;có;O;O;O;O
;cây;B-transaction_point;O;O;O
;ATM;I-transaction_point;O;O;O
;nào;O;O;O;O
;của;O;O;O;O
;ABank;B-bank_FI_name;O;O;O
;hông;O;O;O;O
;?;O;O;O;O
;;;;;
95;atm_location;O;O;O;O
;mình;O;O;O;O
;muồn;O;O;O;O
;tìm;O;O;O;O
;địa;O;O;O;O
;điểm;O;O;O;O
;atm;B-transaction_point;O;O;O
;;;;;
